,ID,User_ID,Problem_ID,Buggy_Line,Type,SubType,Line_ID,Repaired_Line
105,1dc22646984a9019631d85db832edfb0,231,15,"while(f<flag3&&flag3>0)
",Control,Undefined,63,"while(f<=flag3&&flag3>0&&count>0)
"
106,1dc22646984a9019631d85db832edfb0,231,15,"while(f<flag4&&flag4>0)
",Control,Undefined,73,"while(f<=flag4&&flag4>0&&count>0)
"
107,f895e5ce5060e38c431c30e8d8ad2fda,234,1,"printf(""%d"", a+b+1);
",Function,Undefined,4,"printf(""%d"", a+b);
"
108,e22042cf5ccea6914ae2a5027d70a527,244,1,"return c;
",Function,Undefined,8,"cout<< c;
"
109,935ad27bc1c2922b1671b353f89b2cbd,245,16,"for (int i = 1000; i < 99999; i++){
",Control,Undefined,7,"for (int i = 10000; i <= 99999; i++){
"
110,935ad27bc1c2922b1671b353f89b2cbd,245,16,"for (int i = 10000; i < 999999; i++){
",Control,Undefined,21,"for (int i = 100000; i <= 999999; i++){
"
111,935ad27bc1c2922b1671b353f89b2cbd,245,16,"cout<<""-1"";
",Function,Undefined,36,"cout<<""-1""<<endl;
"
112,b1e14bc33cc06646c7cd88c4c0baee00,245,135,"printf(""f(%.2f)=%.2f"", obj, result);
",Function,FormatStringMisuse,12,"printf(""f(%.2f) = %.2f\n"", obj, result);
"
113,7edd18e3229aed0b9dab5e97c382e3af,250,144,"printf(""average = %.2f"",p[min]);
",Function,FormatStringMisuse,26,"printf(""min = %.2f"",p[min]);
"
114,149bc61a395d9407ed0ea0322d03b264,252,126,"printf(""fahr celsius"");
",Function,FormatStringMisuse,10,"printf(""fahr celsius\n"");
"
115,92ce927ad1baaf7acef0f027273f9cb4,252,130,"int temp;
",Declaration,Undefined,4,
116,92ce927ad1baaf7acef0f027273f9cb4,252,130,"else b[i][j+m-n]=a[i][j];
",Control,WrongIndex,16,"else b[i][(j+m)%n]=a[i][j];
"
117,e11023e6889fd0df27b1efcd651b36aa,252,145,"char a[100];
",Declaration,WrongArraySize,4,"char a[200];
"
118,728b664b20058a1ef643b1a5fc93f19b,254,16,,Declaration,Undefined,19,"int b=0;
"
119,728b664b20058a1ef643b1a5fc93f19b,254,16,,Expression,Undefined,24,"b=1;
"
120,728b664b20058a1ef643b1a5fc93f19b,254,16,,Control,ConditionMissing,26,"if(b==0)printf(""%d"",-1);
"
121,8320bd958201491223999077534b0b08,254,45,,Control,Undefined,18,"return m;
"
122,eaebaa5ef8e9bba9c694c5ae27cc31a7,254,127,"printf(""f(%.2f)=%.2f"",x,f);
",Function,FormatStringMisuse,11,"printf(""f(%.2f) = %.2f"",x,f);
"
123,9c717a46aefbe7673e40c5c000dcc145,254,136,"if(s<lim*1.1)
",Control,Undefined,7,"if(t<10)
"
124,9c717a46aefbe7673e40c5c000dcc145,254,136,"else if(s<lim*1.5)
",Control,Undefined,9,"else if(t<50)
"
125,47ced5126cd2042a9484889316795a09,254,147,"if(h==0){
",Control,Undefined,11,"if(h<10){
"
126,47ced5126cd2042a9484889316795a09,254,147,"if(m==0){
",Control,Undefined,17,"if(m<10){
"
127,47ced5126cd2042a9484889316795a09,254,147,"if(s==0){
",Control,Undefined,23,"if(s<10){
"
128,f8ffb776ad9313d45da5c3fc15552669,256,10,"printf(""o'clock"");
",Function,FormatStringMisuse,39,"printf("" o'clock"");
"
129,20b531c1bf5fe1d33cb74b950631be84,256,15,,Control,ConditionMissing,26,"else return 0;
"
130,20b531c1bf5fe1d33cb74b950631be84,256,15,,Control,ConditionMissing,32,"else return 0;
"
131,20b531c1bf5fe1d33cb74b950631be84,256,15,,Control,ConditionMissing,38,"else return 0;
"
132,20b531c1bf5fe1d33cb74b950631be84,256,15,,Control,ConditionMissing,44,"else return 0;
"
133,3312b8202f0820bc58c87122581e664f,256,47,"scanf(""%d %d %d"",&n,&k,&T);
",Function,FormatStringMisuse,5,"scanf(""%lld %lld %lld"",&n,&k,&T);
"
134,3312b8202f0820bc58c87122581e664f,256,47,"printf(""%d\n"",sum);
",Function,FormatStringMisuse,14,"printf(""%lld\n"",sum);
"
135,60d3e79ef0265896061ce60c7d9e42bf,256,127,"printf(""f(%.2f)=%.2f"",x,result);
",Function,FormatStringMisuse,10,"printf(""f(%.2f) = %.2f"",x,result);
"
136,b9bda51fadeaeb83931a4ea93d5a491b,256,166,"printf(""%d"",M);
",Function,Undefined,24,"printf(""%d"",N);
"
137,b9bda51fadeaeb83931a4ea93d5a491b,256,166,"printf(""%d"",N);
",Function,Undefined,30,"printf(""%d"",M);
"
138,8f109c3eed55a181b1a37edcd6ef2ef5,257,127,"y=pow(x,0.5);
",Function,FunctionMisuse,7,"y=sqrt(x);
"
139,8f109c3eed55a181b1a37edcd6ef2ef5,257,127,"printf(""f(%.2f)=%.2f"",x,y);
",Function,FormatStringMisuse,12,"printf(""f(%.2f) = %.2f"",x,y);
"
140,f467e62a91f86d37af90e98b9b6cc721,257,129,"printf(""enter n:"");
",Function,Undefined,4,
141,7c9afab5b9792b5cb827b728d151adaf,257,136,"int item;
",Declaration,DataTypeMisuse,5,"double item;
"
142,7c9afab5b9792b5cb827b728d151adaf,257,136,"printf(""Exceed %d%%. Ticket 200"",item);
",Function,FormatStringMisuse,11,"printf(""Exceed %.0f%%. Ticket 200"",item);
"
143,7c9afab5b9792b5cb827b728d151adaf,257,136,"printf(""Exceed %d%%. License Revoked"",item);
",Function,FormatStringMisuse,14,"printf(""Exceed %.0f%%. License Revoked"",item);
"
144,dbe4ec0a921142a799a52aed7a5465cf,258,150,"printf(""%s\n"", books[i].name);
",Function,Undefined,13,
145,dbe4ec0a921142a799a52aed7a5465cf,258,150,"printf(""\n"");
",Function,Undefined,26,
146,dbe4ec0a921142a799a52aed7a5465cf,258,150,"printf(""\n"");
",Function,Undefined,36,
147,f472612117879eaa3c65bdb8f4587958,258,152,"long N;
",Declaration,DataTypeMisuse,6,"int N;
"
148,1d982c75b686b271b5509b0b2f9930f9,258,153,"char p[1000];
",Declaration,WrongArraySize,3,"char p[10000];
"
149,510fdc4015295f016688e62f5b94fd05,259,126,"printf(""%d %6.1lf"",i,5*(i-32)/9.0);
",Function,FormatStringMisuse,12,"printf(""%d%6.1lf"",i,5*(i-32)/9.0);
"
150,9d1ef490229af9f26f3b4cf43016e396,259,128,"if(x>0.50)
",Control,WrongOperator,9,"if(x<0.50)
"
151,c9822e5e5d1ed56b8bf35e1de6cc0faf,259,130,"for(j=1;j<n;j++)
",Control,WrongOperator,10,"for(j=1;j<=n;j++)
"
152,c9822e5e5d1ed56b8bf35e1de6cc0faf,259,130,,Function,FunctionMissing,12,"printf(""\n"");
"
153,c9822e5e5d1ed56b8bf35e1de6cc0faf,259,130,"for(j=1;j<n;j++)
",Control,WrongOperator,14,"for(j=1;j<=n;j++)
"
154,c9822e5e5d1ed56b8bf35e1de6cc0faf,259,130,"printf(""%d"",a[n][n-m]);
",Function,Undefined,16,
155,925eeb041487409cb31576e500b13042,259,131,"printf(""Too small"");
",Function,FormatStringMisuse,25,"printf(""Too small\n"");
"
156,925eeb041487409cb31576e500b13042,259,131,"printf(""Too big"");
",Function,FormatStringMisuse,27,"printf(""Too big\n"");
"
157,e52aa428f9d0199d130746fd33038991,259,141,"freopen(""a.in"",""r"",stdin);
",Function,Undefined,9,
158,d337900fee492129f3a87d04670286d0,262,27,"s[i]-=32;
",Expression,WrongOperator,8,"s[i]+=32;
"
159,87512b5ad97350e187ed5342e98a9163,262,126,"for (i=lower;i<upper;){
",Control,WrongOperator,9,"for (i=lower;i<=upper;){
"
160,a72ce993663ac4efe7980c83a9804180,262,127,"printf(""f(%.2f)=%.2f"",x,f);
",Function,FormatStringMisuse,12,"printf(""f(%.2f) = %.2f"",x,f);
"
161,f5362dbbbd965cac282022c98d06ad33,262,130,,Control,ConditionMissing,7,"if (m>n) m=m%n;
"
162,bf6362eb950b8cafa50687b6c8c68ed6,262,146,"for (i=0;i<l-1;i++){
",Control,OffByOneError,18,"for (i=0;i<l;i++){
"
163,bf6362eb950b8cafa50687b6c8c68ed6,262,146,"for (j=1;j<l;j++){
",Control,LiteralMisuse,20,"for (j=0;j<l;j++){
"
164,bf6362eb950b8cafa50687b6c8c68ed6,262,146,,Function,FunctionMissing,31,"printf(""%d %d"",n,min);
"
165,5e18f00e8261410bd0c7746eea22bb8e,262,147,"mm=s/3600/60;
",Expression,Undefined,13,"mm=s/60-60*hh;
"
166,3cccf1c4ec99ed7f3ea7694ff9cdda0d,263,127,"printf(""f(%.2lf)=%.2lf"",x,result);
",Function,FormatStringMisuse,14,"printf(""f(%.2lf) = %.2lf\n"",x,result);
"
167,a177a691ce17e4cfb61e5492608de5d1,263,143,,Control,ConditionMissing,7,"if(s[i]!='\0')
"
168,d444fd3ac38eb918b22fdb528e5072d7,263,145,"for(i=0;i<=len;i++){
",Control,WrongOperator,7,"for(i=0;i<len;i++){
"
169,7ee021ab67f0052ed7ef0d9c87f14ae6,263,166,"if(temp1==jl1){
",Control,OffByOneError,22,"if(temp1==jl1+1){
"
170,7ee021ab67f0052ed7ef0d9c87f14ae6,263,166,,Function,FunctionMissing,24,"printf(""%d"",temp2);
"
171,7ee021ab67f0052ed7ef0d9c87f14ae6,263,166,"if(temp2==jl2){
",Control,OffByOneError,27,"if(temp2==jl2+1){
"
172,7ee021ab67f0052ed7ef0d9c87f14ae6,263,166,,Function,FunctionMissing,29,"printf(""%d"",temp1);
"
173,ec971d82574f7535c0a6b2b072b2c5ff,263,170,"int w[n],q[n];
",Declaration,Undefined,4,"int w[n];
"
174,ec971d82574f7535c0a6b2b072b2c5ff,263,170,,Declaration,Undefined,9,"int q[m];
"
175,f12b94472616a6cb09a28975376b241a,264,127,"printf(""f(%.2f)=%.2f\n"",x,result);
",Function,FormatStringMisuse,14,"printf(""f(%.2f) = %.2f\n"",x,result);
"
176,64917868069f8c3ca3375ab0800834c6,264,167,"if(year<5||year>0)
",Control,WrongOperator,5,"if(year<5&&year>0)
"
177,83c2cf0d6c6895214e4ac0f8f07475c2,265,127,"printf(""f(%.2f)=%.2f"",x,result);
",Function,FormatStringMisuse,15,"printf(""f(%.2f) = %.2f"",x,result);
"
178,8bb5efdec0202aa6d69c91620e946cf3,265,129,"for(j=0;j<=(-2*i+8);j++)
",Control,Undefined,8,"for(j=n-2*i+1;j>0;j--)
"
179,8bb5efdec0202aa6d69c91620e946cf3,265,129,"for(j=0;j<=(-2*i+8);j++)
",Control,Undefined,20,"for(j=1;j<=2*(n/2+1-i);j++)
"
180,ab92521c503131b383530b486d17ed83,265,149,,Function,FunctionMissing,43,"printf(""%ld"",result*index);"
181,bea24afa5ec5a8f06760fbb23ab27ebe,265,153,"char str[31];
",Declaration,WrongArraySize,3,"char str[1001];
"
182,bea24afa5ec5a8f06760fbb23ab27ebe,265,153,"int i=0,count=0;
",Declaration,Undefined,5,"int count=0,i=0;
"
183,a78b1943bb13568fe2f1c52dbfe54872,266,127,"printf(""f(%.2f)=%.2f"",x,sqrt(x));
",Function,FormatStringMisuse,7,"printf(""f(%.2f) = %.2f"",x,sqrt(x));
"
184,a78b1943bb13568fe2f1c52dbfe54872,266,127,"printf(""f(%.2f)=%.2f"",x,pow(x+1,2)+2*x+1.0/x);
",Function,FormatStringMisuse,9,"printf(""f(%.2f) = %.2f"",x,pow(x+1,2)+2*x+1.0/x);
"
185,b766475b8ff0bb2b2532e746ede1d6ee,266,128,"if(a<=c)
",Control,WrongOperator,8,"if(a<c)
"
186,b766475b8ff0bb2b2532e746ede1d6ee,266,128,"else if(a>c&&a<=d)
",Control,WrongOperator,10,"else if(a>=c&&a<d)
"
187,46fe7555b3e2370ab1dc1d586f792c79,266,145,"for(i=0;i<l;i++)
",Control,OffByOneError,10,"for(i=0;i<l-1;i++)
"
188,41663b414a1b870fa187d056f8b43077,267,126,"printf(""Invalid"");
",Function,FormatStringMisuse,15,"printf(""Invalid."");
"
189,2666e5bc6433340bceedfebecb35b531,267,128,"printf(""Exceed %d%%. Licence Revoked"",percent);
",Function,FormatStringMisuse,18,"printf(""Exceed %d%%. License Revoked"",percent);
"
190,94593e2b8e813f0089874993845c97bd,267,154,"char str[10];
",Declaration,WrongArraySize,10,"char str[11];
"
191,94593e2b8e813f0089874993845c97bd,267,154,"name[i]=(char *)malloc(10);
",Function,FunctionMissing,14,"name[i]=(char *)malloc(sizeof(char)*(strlen(str)+1));
"
192,94593e2b8e813f0089874993845c97bd,267,154,,Expression,Undefined,30,"flag=0;
"
193,94593e2b8e813f0089874993845c97bd,267,154,"printf(""%d %d"",max,min);
",Function,FormatStringMisuse,56,"printf(""%d %d "",max,min);
"
194,1a2b20dcc2cd57ca086a738e8db71db2,267,166,"if(bdrink>a){
",Control,VariableMisuse,28,"if(bdrink>b){
"
